	name	Id	Label	timeset	degree	closeness	eccentricity	strength	betweenness	evcent	module	pi	zi	kingdom	phylum	class	order	family	genus	species	centrality	marker1	marker2	marker3	marker4	marker5
554	OTU_265	OTU_265	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	NA	5
555	OTU_266	OTU_266	NA	NA	14	2.43E-05	9	13.44336853	2560.571429	0.000104645	2	0.244897959	1.345071069	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank	11.21404456	1	NA	3	4	5
556	OTU_267	OTU_267	NA	NA	2	5.95E-06	11	1.952370297	0	0	17	0	-1.405317948	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_sp_THG-FG1.2	NA	1	2	3	NA	NA
557	OTU_268	OTU_268	NA	NA	10	2.41E-05	11	9.592035496	623.4337302	0.000326992	10	0	-0.681509716	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__CL500-29_marine_group	s__norank	155.32991	1	2	3	4	5
558	OTU_269	OTU_269	NA	NA	7	2.34E-05	14	6.524610501	1286	4.30E-14	2	1.11E-16	-0.028416994	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__norank	51.94893735	NA	NA	3	NA	5
559	OTU_27	OTU_27	NA	NA	249	2.45E-05	10	247.1658499	117	0.995821607	10	0.174190739	0.824985446	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Aurantimicrobium	s__norank	13.17724631	1	NA	3	4	5
560	OTU_270	OTU_270	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__SAR324_clade(Marine_group_B)	c__norank	o__norank	f__norank	g__norank	s__norank	-0.03030303	1	2	3	4	NA
561	OTU_271	OTU_271	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Pseudoramibacter	s__norank	2.307866635	1	2	3	4	5
562	OTU_272	OTU_272	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Pseudoclavibacter	s__Pseudoclavibacter_caeni	NA	NA	2	NA	NA	NA
563	OTU_273	OTU_273	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__1-20	f__norank	g__norank	s__norank	NA	NA	2	3	NA	NA
564	OTU_274	OTU_274	NA	NA	239	2.45E-05	10	225.8042067	1004.733333	0.891259845	10	0.193904168	1.04019904	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank	-199.3809262	1	NA	3	4	5
565	OTU_275	OTU_275	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank	2.307866635	1	2	NA	NA	5
566	OTU_276	OTU_276	NA	NA	62	5.06E-06	1	61.94166456	0	2.04E-16	2	0	NA	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__norank	NA	NA	2	NA	NA	NA
567	OTU_277	OTU_277	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	2	NA	4	5
568	OTU_278	OTU_278	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium_testaceum	2.307866635	1	2	NA	4	5
569	OTU_279	OTU_279	NA	NA	41	4.86E-06	3	40.96336891	0	0	3	0	0.302971136	k__Bacteria	p__Actinobacteriota	c__WCHB1-81	o__norank	f__norank	g__norank	s__norank	NA	1	2	NA	NA	NA
570	OTU_28	OTU_28	NA	NA	244	2.45E-05	10	230.9406886	305	0.918363557	10	0.183922333	0.932592243	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__norank	436.1963025	NA	2	3	4	5
571	OTU_280	OTU_280	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Defluviicoccales	f__Defluviicoccaceae	g__Defluviicoccus	s__norank	2.307866635	NA	NA	3	NA	5
572	OTU_281	OTU_281	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia_muciniphila	NA	NA	2	NA	NA	NA
573	OTU_282	OTU_282	NA	NA	38	5.53E-06	2	37.94387981	0	0	5	0	0.216983186	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__TM7a	s__norank	NA	NA	2	3	NA	NA
574	OTU_283	OTU_283	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methyloparacoccus	s__norank	2.307866635	1	NA	3	4	5
575	OTU_284	OTU_284	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas_europaea	NA	NA	2	NA	NA	NA
576	OTU_285	OTU_285	NA	NA	7	1.53E-05	10	6.85647029	177	4.44E-14	3	1.11E-16	-1.0453263	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank	-0.607306695	NA	NA	NA	4	NA
577	OTU_286	OTU_286	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	4	5
578	OTU_287	OTU_287	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	2.307866635	1	NA	NA	NA	5
579	OTU_288	OTU_288	NA	NA	24	3.69E-06	1	24	0	0	9	0	NA	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__norank	-0.043478261	1	NA	NA	4	5
580	OTU_289	OTU_289	NA	NA	28	2.31E-05	16	27.93494699	0	0	8	1.11E-16	1.048678802	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank	1.778129178	NA	NA	3	NA	5
581	OTU_29	OTU_29	NA	NA	5	2.43E-05	11	4.656800946	0	0.007853605	10	0.32	-1.3271505	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__norank	36.69723531	NA	NA	3	4	5
582	OTU_290	OTU_290	NA	NA	30	2.37E-05	12	29.94905296	0	4.87E-11	5	0	0.17039036	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Luteitalea	s__norank	6.876747347	1	2	NA	NA	5
583	OTU_291	OTU_291	NA	NA	15	5.54E-06	1	14.9525663	0	0	12	0	NA	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank	-0.073375127	1	NA	3	4	NA
584	OTU_292	OTU_292	NA	NA	12	1.54E-05	10	11.73086278	293	0.000719867	4	0	0.792399958	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_sp_ACNIH1	-0.160280288	NA	2	NA	4	NA
585	OTU_293	OTU_293	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Shuttleworthia	s__norank	-0.03030303	1	2	NA	4	NA
586	OTU_294	OTU_294	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__norank	-0.023296404	NA	NA	NA	4	NA
587	OTU_296	OTU_296	NA	NA	46	6.11E-06	4	45.85665147	0.119047619	0	11	0	0.216314412	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Paracaedibacterales	f__Paracaedibacteraceae	g__Candidatus_Paracaedibacter	s__norank	-0.021376354	1	NA	3	4	NA
588	OTU_298	OTU_298	NA	NA	10	1.54E-05	10	9.739130114	2586	1.60E-05	4	0.18	0.07203636	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank	-0.359890888	1	NA	3	4	NA
589	OTU_299	OTU_299	NA	NA	30	2.37E-05	12	29.94905296	0	4.87E-11	5	0	0.17039036	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__norank	g__norank	s__norank	6.876747347	1	NA	3	NA	5
590	OTU_3	OTU_3	NA	NA	7	2.32E-05	15	6.628713383	14	0	8	1.11E-16	-1.299039057	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_veronii	120.0234048	1	2	3	4	5
591	OTU_30	OTU_30	NA	NA	2	2.29E-05	16	1.923885558	0	5.29E-15	12	0	-0.866025404	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__norank	359.1969044	1	2	NA	NA	5
592	OTU_300	OTU_300	NA	NA	15	5.54E-06	1	14.9525663	0	0	12	0	NA	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	-0.073375127	1	2	3	4	NA
593	OTU_301	OTU_301	NA	NA	53	6.30E-06	6	52.90524337	0	7.81E-15	1	0	0.422620107	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__norank	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
594	OTU_302	OTU_302	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__norank	f__norank	g__norank	s__norank	NA	NA	NA	3	NA	NA
595	OTU_303	OTU_303	NA	NA	46	6.11E-06	4	45.85665147	0.119047619	0	11	0	0.216314412	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__RBG-16-58-14	s__norank	-0.021376354	1	2	NA	4	NA
596	OTU_305	OTU_305	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__norank	s__norank	2.307866635	1	2	3	4	5
597	OTU_306	OTU_306	NA	NA	15	2.34E-05	14	14.81437574	0	1.42E-16	8	0	-0.404670349	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_bicestrii	20.22536998	NA	NA	3	NA	5
598	OTU_307	OTU_307	NA	NA	5	6.10E-06	5	4.971285862	0	0	14	0	NA	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank	-0.268745354	1	NA	3	4	NA
599	OTU_308	OTU_308	NA	NA	38	5.61E-06	1	38	0	0	4	0	NA	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__norank	NA	1	NA	NA	NA	NA
600	OTU_309	OTU_309	NA	NA	5	6.10E-06	5	4.971285862	0	0	14	0	NA	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methyloligellaceae	g__norank	s__norank	-0.268745354	1	NA	3	4	NA
601	OTU_31	OTU_31	NA	NA	4	2.32E-05	15	3.847773524	1199	2.24E-16	2	0	-0.852509832	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank	14.16694745	1	2	3	4	5
602	OTU_311	OTU_311	NA	NA	28	2.31E-05	16	27.93494699	0	0	8	1.11E-16	1.048678802	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank	1.778129178	NA	NA	3	NA	5
603	OTU_312	OTU_312	NA	NA	8	2.41E-05	12	7.727154094	0	0.000125562	10	0	-0.896723311	k__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Syntrophobacter	s__norank	121.8074562	1	2	NA	4	5
604	OTU_313	OTU_313	NA	NA	76	5.80E-06	8	75.93651058	0	0	1	0.025969529	0.194586813	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Cellulosilyticum	s__norank	NA	1	2	NA	NA	NA
605	OTU_314	OTU_314	NA	NA	42	1.53E-05	10	41.87110553	6.012820513	6.21E-12	3	0	0.867202131	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__norank	s__norank	-0.010120776	1	2	NA	4	NA
606	OTU_315	OTU_315	NA	NA	24	3.69E-06	1	24	0	1.36E-17	9	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_UCG-014	f__norank	g__norank	s__norank	-0.043478261	NA	2	NA	4	5
607	OTU_316	OTU_316	NA	NA	227	2.44E-05	11	214.2654806	4	0.868025098	1	0.084224417	-0.005750661	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatales	f__Gemmataceae	g__norank	s__norank	-79.21833622	1	NA	NA	NA	5
608	OTU_317	OTU_317	NA	NA	24	3.69E-06	1	24	0	1.36E-17	9	0	NA	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_xylosus	-0.043478261	1	NA	NA	4	5
609	OTU_318	OTU_318	NA	NA	239	2.45E-05	10	225.8042067	1007.733333	0.891259845	10	0.193904168	1.04019904	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank	-199.3809262	1	2	3	4	5
610	OTU_319	OTU_319	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__Mychonastes_jurisii	2.307866635	NA	NA	NA	4	5
611	OTU_32	OTU_32	NA	NA	19	2.44E-05	9	17.85432067	13976	0.018869947	10	0.465373961	-0.466296121	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__norank	s__norank	363.2077365	NA	NA	3	4	5
612	OTU_320	OTU_320	NA	NA	24	3.69E-06	1	24	0	0	9	0	NA	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__norank	-0.043478261	1	2	3	NA	5
613	OTU_321	OTU_321	NA	NA	15	2.34E-05	14	14.81437574	0	1.29E-16	8	0	-0.404670349	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__NK4A214_group	s__norank	20.22536998	NA	2	NA	4	5
614	OTU_322	OTU_322	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dokdonella	s__Dokdonella_ginsengisoli	NA	NA	2	NA	NA	NA
615	OTU_323	OTU_323	NA	NA	28	2.31E-05	16	27.93494699	0	0	8	1.11E-16	1.048678802	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	1.778129178	1	2	NA	4	5
616	OTU_324	OTU_324	NA	NA	30	5.96E-06	8	29.84718363	12.38461538	0	3	0	0.639230611	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	NA	1	2	3	NA	NA
617	OTU_325	OTU_325	NA	NA	6	2.41E-05	11	5.789629457	0	6.14E-08	2	0	-0.303114607	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	17.53764773	NA	NA	3	4	5
618	OTU_326	OTU_326	NA	NA	15	2.34E-05	14	14.81437574	0	1.36E-16	8	0	-0.404670349	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomicrobium	s__norank	20.22536998	NA	NA	NA	4	5
619	OTU_327	OTU_327	NA	NA	15	5.54E-06	1	14.9525663	0	0	12	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostignum	s__norank	-0.073375127	NA	2	3	4	NA
620	OTU_328	OTU_328	NA	NA	36	3.80E-06	3	35.83751711	0	8.13E-17	3	0	0.225918608	k__Bacteria	p__unidentified_Bacteria	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__norank	s__norank	0.054116302	1	NA	3	NA	5
621	OTU_329	OTU_329	NA	NA	36	3.80E-06	3	35.83751711	0	8.13E-17	3	0	0.225918608	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	0.054116302	NA	NA	3	NA	5
622	OTU_33	OTU_33	NA	NA	1	3.53E-06	1	0.933520056	0	0	4	0	NA	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__norank	15.04213061	1	NA	3	4	5
623	OTU_331	OTU_331	NA	NA	2	6.28E-06	12	1.989159571	0	1.04E-09	27	0	-2.551159239	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank	NA	1	NA	NA	NA	NA
624	OTU_332	OTU_332	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Syntrophobacter	s__norank	2.307866635	1	2	3	NA	5
625	OTU_333	OTU_333	NA	NA	22	5.40E-06	1	21.96832966	0	3.08E-16	7	0	NA	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
626	OTU_334	OTU_334	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Edaphobaculum	s__norank	-0.023296404	NA	NA	NA	4	NA
627	OTU_335	OTU_335	NA	NA	3	2.32E-05	15	2.887762879	228	6.72E-13	12	0	0.866025404	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Muribacter	s__Muribacter_muris	186.1841017	NA	NA	3	NA	5
628	OTU_336	OTU_336	NA	NA	8	2.41E-05	12	7.727154094	0	0.000125562	10	0	-0.896723311	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank	121.8074562	NA	2	3	NA	5
629	OTU_338	OTU_338	NA	NA	41	4.86E-06	3	40.96336891	0	0	3	0	0.302971136	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__Coxiella	s__norank	NA	1	2	NA	NA	NA
630	OTU_339	OTU_339	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__norank	s__norank	-0.023296404	NA	NA	NA	4	NA
631	OTU_34	OTU_34	NA	NA	240	2.45E-05	10	230.2090959	307	0.923760183	1	0.1596875	0.044088401	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__alphaI_cluster	s__norank	88.8309489	NA	2	3	4	5
632	OTU_340	OTU_340	NA	NA	4	2.38E-05	12	3.889245614	944.1666667	1.10E-07	2	0	-0.852509832	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	-51.48518241	NA	NA	NA	4	5
633	OTU_341	OTU_341	NA	NA	4	2.40E-05	12	3.8516402	0	0.000107437	1	0	-5.313610807	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	s__Oceanobacillus_caeni	-61.09149118	NA	NA	NA	4	5
634	OTU_342	OTU_342	NA	NA	62	5.06E-06	1	61.94166456	0	0	2	0	NA	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_typhlonius	NA	NA	2	NA	NA	NA
635	OTU_343	OTU_343	NA	NA	4	6.29E-06	5	3.94779383	0	5.59E-16	1	0.375	-2.2930111	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank	NA	1	NA	NA	NA	NA
636	OTU_344	OTU_344	NA	NA	54	6.30E-06	7	53.94812556	3.481132075	1	2	1.11E-16	0.4594953	k__Bacteria	p__Chloroflexi	c__SHA-26	o__norank	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
637	OTU_345	OTU_345	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__PeM15	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	4	5
638	OTU_346	OTU_346	NA	NA	41	4.86E-06	3	40.96336891	0	0	3	0	0.302971136	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	NA	1	2	NA	NA	NA
639	OTU_347	OTU_347	NA	NA	16	5.23E-06	1	15.96761727	0	0	14	0	NA	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank	NA	1	2	3	NA	NA
640	OTU_348	OTU_348	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__norank	s__norank	-0.066747188	NA	NA	NA	4	NA
641	OTU_35	OTU_35	NA	NA	235	2.44E-05	11	226.764905	12	0.916305544	1	0.081484835	0.193605589	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_sp_M-S-TSA_29	-108.7693933	NA	NA	3	4	5
642	OTU_350	OTU_350	NA	NA	30	5.96E-06	8	29.84718363	12.38461538	4.20E-17	3	0	0.639230611	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__Vermiphilaceae	g__unidentified_Vermiphilaceae	s__candidate_division_TM6_bacterium_GW2011_GWF2_30_66	NA	1	NA	3	NA	NA
643	OTU_352	OTU_352	NA	NA	38	5.61E-06	1	38	0	0	4	0	NA	k__Bacteria	p__unidentified_Bacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Paraspirulinaceae	g__norank	s__norank	NA	1	NA	NA	NA	NA
644	OTU_353	OTU_353	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__norank	-0.066747188	1	NA	NA	4	NA
645	OTU_355	OTU_355	NA	NA	38	5.53E-06	2	37.94387981	0	8.39E-17	5	0	0.216983186	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquicella	s__norank	NA	1	NA	3	NA	NA
646	OTU_356	OTU_356	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__Verrucomicrobia_bacterium_SCGC_AAA027-I19	-0.023296404	NA	NA	NA	4	NA
647	OTU_357	OTU_357	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	2	NA	4	5
648	OTU_358	OTU_358	NA	NA	46	6.11E-06	4	45.85665147	0.119047619	0	11	0	0.216314412	k__Bacteria	p__unidentified_Bacteria	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__norank	s__norank	-0.021376354	1	NA	NA	4	NA
649	OTU_359	OTU_359	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank	-0.03030303	1	2	NA	4	NA
650	OTU_36	OTU_36	NA	NA	248	2.45E-05	10	239.7786593	2	0.956405022	10	0.19403616	1.147805838	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Synechococcales	f__Cyanobiaceae	g__Cyanobium_PCC-6307	s__norank	-95.87399659	1	2	3	4	5
651	OTU_360	OTU_360	NA	NA	25	5.44E-06	1	24.97780241	0	0	6	0	NA	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
652	OTU_361	OTU_361	NA	NA	76	5.80E-06	8	75.93651058	0	0	1	0.025969529	0.194586813	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__SWB02	s__norank	NA	NA	2	NA	NA	NA
653	OTU_362	OTU_362	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__norank	f__norank	g__norank	s__norank	2.307866635	1	2	3	4	5
654	OTU_364	OTU_364	NA	NA	38	5.53E-06	2	37.94387981	0	0	5	0	0.216983186	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank	NA	1	2	3	NA	NA
655	OTU_365	OTU_365	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__norank	g__norank	s__norank	-0.066747188	1	NA	NA	4	NA
